trip_id,customer_id,promo_id,redeemed_date,promo_cost
TRIP0123194,CUST02897,PROMO0015,2025-09-16,16.33
TRIP0082561,CUST01957,PROMO0011,2025-10-23,7.65
TRIP0081903,CUST01941,PROMO0038,2026-03-26,6.54
TRIP0097666,CUST02306,PROMO0007,2024-11-24,14.77
TRIP0014867,CUST00349,PROMO0025,2025-12-31,10.98
TRIP0110227,CUST02600,PROMO0036,2026-03-13,6.81
TRIP0090921,CUST02150,PROMO0019,2026-09-05,20.71
TRIP0101833,CUST02405,PROMO0005,2023-12-08,20.08
TRIP0006135,CUST00150,PROMO0006,2025-09-04,21.92
TRIP0038405,CUST00904,PROMO0010,2024-11-14,16.26
TRIP0076842,CUST01826,PROMO0013,2026-08-10,3.33
TRIP0018368,CUST00431,PROMO0005,2025-07-13,21.14
TRIP0054107,CUST01276,PROMO0009,2025-02-26,11.81
TRIP0049103,CUST01160,PROMO0012,2023-07-20,21.15
TRIP0014041,CUST00333,PROMO0005,2024-01-06,21.65
TRIP0113689,CUST02682,PROMO0016,2026-07-08,21.33
TRIP0017515,CUST00412,PROMO0033,2027-09-08,22.22
TRIP0122972,CUST02892,PROMO0013,2024-01-23,4.81
TRIP0019977,CUST00470,PROMO0035,2027-04-23,17.29
TRIP0046233,CUST01093,PROMO0003,2026-08-21,19.53
TRIP0044573,CUST01053,PROMO0009,2024-01-09,6.58
TRIP0005983,CUST00146,PROMO0025,2027-10-12,21.58
TRIP0097647,CUST02306,PROMO0011,2025-12-11,6.93
TRIP0000390,CUST00010,PROMO0016,2028-04-01,21.64
TRIP0027806,CUST00659,PROMO0037,2025-09-18,22.55
TRIP0052738,CUST01241,PROMO0002,2023-11-28,24.43
TRIP0072084,CUST01715,PROMO0004,2024-04-28,13.51
TRIP0102041,CUST02410,PROMO0024,2026-02-06,6.39
TRIP0099286,CUST02344,PROMO0019,2024-10-16,12.57
TRIP0085495,CUST02028,PROMO0030,2028-02-19,10.19
TRIP0013929,CUST00329,PROMO0036,2025-01-19,10.45
TRIP0033495,CUST00792,PROMO0014,2025-07-27,5.61
TRIP0051389,CUST01213,PROMO0017,2026-01-04,21.19
TRIP0112178,CUST02647,PROMO0023,2025-02-21,8.85
TRIP0065774,CUST01568,PROMO0010,2025-01-01,8.47
TRIP0112503,CUST02653,PROMO0009,2025-09-17,10.41
TRIP0097423,CUST02301,PROMO0013,2025-04-20,3.63
TRIP0050976,CUST01204,PROMO0018,2025-02-20,6.71
TRIP0013481,CUST00318,PROMO0017,2024-04-06,17.01
TRIP0070736,CUST01682,PROMO0024,2025-10-15,5.71
TRIP0078160,CUST01859,PROMO0028,2025-10-16,9.73
TRIP0059594,CUST01413,PROMO0001,2025-02-09,6.48
TRIP0082197,CUST01949,PROMO0005,2025-06-10,22.32
TRIP0103742,CUST02448,PROMO0012,2026-08-15,15.57
TRIP0026513,CUST00628,PROMO0029,2025-10-01,21.48
TRIP0026924,CUST00638,PROMO0023,2026-06-02,8.56
TRIP0054243,CUST01278,PROMO0018,2023-10-11,12.05
TRIP0091430,CUST02163,PROMO0039,2025-09-01,19.51
TRIP0015468,CUST00362,PROMO0002,2024-04-30,28.1
TRIP0089641,CUST02121,PROMO0032,2025-03-15,23.19
TRIP0075507,CUST01795,PROMO0014,2025-03-18,4.59
TRIP0089751,CUST02124,PROMO0035,2026-03-12,25.97
TRIP0086775,CUST02058,PROMO0028,2024-04-04,8.95
TRIP0111689,CUST02636,PROMO0005,2024-09-05,12.39
TRIP0065801,CUST01568,PROMO0029,2027-03-01,18.95
TRIP0115070,CUST02714,PROMO0023,2026-12-13,4.72
TRIP0126952,CUST02985,PROMO0000,2024-08-11,4.68
TRIP0065771,CUST01567,PROMO0018,2027-06-23,10.06
TRIP0002849,CUST00070,PROMO0035,2026-10-01,16.71
TRIP0038242,CUST00899,PROMO0012,2027-02-26,15.89
TRIP0065660,CUST01564,PROMO0021,2025-07-07,10.29
TRIP0009760,CUST00229,PROMO0015,2026-02-19,13.93
TRIP0034201,CUST00808,PROMO0010,2027-05-16,12.85
TRIP0095775,CUST02263,PROMO0024,2025-09-06,5.43
TRIP0021944,CUST00519,PROMO0025,2024-09-25,21.43
TRIP0061294,CUST01456,PROMO0038,2025-03-10,10.64
TRIP0060969,CUST01449,PROMO0023,2025-09-09,7.63
TRIP0025255,CUST00600,PROMO0000,2025-05-28,3.95
TRIP0077299,CUST01838,PROMO0032,2026-06-26,19.88
TRIP0062902,CUST01493,PROMO0018,2026-11-17,12.32
TRIP0006195,CUST00151,PROMO0009,2026-05-16,9.11
TRIP0101404,CUST02392,PROMO0037,2023-09-29,15.16
TRIP0073734,CUST01753,PROMO0033,2026-09-16,30.82
TRIP0105237,CUST02481,PROMO0037,2026-03-12,27.1
TRIP0096846,CUST02288,PROMO0002,2026-03-21,21.65
TRIP0092161,CUST02178,PROMO0030,2025-08-14,9.71
TRIP0054650,CUST01289,PROMO0031,2026-03-17,20.57
TRIP0083622,CUST01983,PROMO0004,2027-02-15,8.25
TRIP0055733,CUST01320,PROMO0028,2026-07-19,8.95
TRIP0110287,CUST02602,PROMO0021,2026-02-08,10.61
TRIP0013807,CUST00325,PROMO0003,2026-11-06,14.61
TRIP0061021,CUST01450,PROMO0020,2023-11-10,6.79
TRIP0113948,CUST02687,PROMO0015,2027-08-24,19.48
TRIP0003608,CUST00087,PROMO0004,2023-06-28,9.29
TRIP0009895,CUST00232,PROMO0001,2025-08-17,5.21
TRIP0021555,CUST00513,PROMO0015,2025-01-23,13.37
TRIP0049463,CUST01168,PROMO0006,2026-08-24,22.67
TRIP0094931,CUST02243,PROMO0028,2027-08-22,11.2
TRIP0110289,CUST02602,PROMO0031,2026-05-19,23.49
TRIP0060482,CUST01436,PROMO0037,2026-05-25,23.92
TRIP0116609,CUST02752,PROMO0016,2025-04-03,24.35
TRIP0093065,CUST02198,PROMO0001,2026-01-21,9.41
TRIP0014879,CUST00349,PROMO0002,2025-02-03,24.31
TRIP0090583,CUST02142,PROMO0023,2024-02-18,4.39
TRIP0091056,CUST02153,PROMO0036,2024-03-04,10.18
TRIP0111528,CUST02632,PROMO0037,2025-05-23,21.08
TRIP0115802,CUST02730,PROMO0004,2025-07-13,8.21
TRIP0080219,CUST01903,PROMO0004,2025-08-03,10.83
TRIP0087218,CUST02068,PROMO0028,2024-04-19,11.28
TRIP0068101,CUST01621,PROMO0026,2025-01-23,5.86
TRIP0126955,CUST02985,PROMO0019,2024-02-20,11.37
TRIP0064540,CUST01535,PROMO0034,2026-02-04,13.02
TRIP0104866,CUST02472,PROMO0005,2026-09-01,15.15
TRIP0011974,CUST00281,PROMO0036,2025-07-28,12.26
TRIP0106116,CUST02505,PROMO0003,2024-06-27,25.06
TRIP0029478,CUST00697,PROMO0016,2025-01-09,13.21
TRIP0005952,CUST00144,PROMO0013,2026-08-31,5.47
TRIP0032533,CUST00771,PROMO0002,2023-12-23,24.6
TRIP0091085,CUST02154,PROMO0006,2023-08-21,24.12
TRIP0003914,CUST00094,PROMO0017,2024-08-15,19.92
TRIP0086973,CUST02063,PROMO0015,2025-09-09,19.4
TRIP0111195,CUST02624,PROMO0029,2025-08-01,21.54
TRIP0034164,CUST00808,PROMO0029,2027-07-04,14.29
TRIP0096957,CUST02291,PROMO0039,2024-08-18,21.07
TRIP0055073,CUST01302,PROMO0000,2026-06-05,4.36
TRIP0053263,CUST01253,PROMO0031,2025-12-09,13.08
TRIP0064784,CUST01540,PROMO0024,2023-09-09,5.25
TRIP0125095,CUST02941,PROMO0020,2024-07-24,6.32
TRIP0018369,CUST00431,PROMO0029,2026-03-19,22.26
TRIP0022956,CUST00540,PROMO0011,2024-05-21,10.09
TRIP0039643,CUST00937,PROMO0007,2026-04-07,12.05
TRIP0077444,CUST01841,PROMO0023,2025-06-03,7.66
TRIP0037387,CUST00880,PROMO0019,2027-01-08,11.53
TRIP0004236,CUST00102,PROMO0025,2024-10-08,21.26
TRIP0057848,CUST01368,PROMO0014,2025-08-04,5.59
TRIP0123359,CUST02900,PROMO0031,2026-01-18,22.84
TRIP0037068,CUST00872,PROMO0013,2024-08-24,3.68
TRIP0060738,CUST01442,PROMO0019,2026-07-17,15.09
TRIP0041105,CUST00970,PROMO0002,2026-02-06,22.27
TRIP0016205,CUST00380,PROMO0013,2027-02-02,5.12
TRIP0074227,CUST01766,PROMO0029,2025-04-14,17.89
TRIP0073068,CUST01739,PROMO0000,2026-03-02,3.64
TRIP0022803,CUST00537,PROMO0016,2026-09-17,25.31
TRIP0086713,CUST02057,PROMO0027,2025-11-16,14.73
TRIP0110281,CUST02602,PROMO0011,2025-09-22,8.01
TRIP0081739,CUST01937,PROMO0015,2025-03-13,15.26
TRIP0000541,CUST00013,PROMO0034,2025-06-04,14.1
TRIP0068291,CUST01624,PROMO0006,2025-07-30,25.5
TRIP0026821,CUST00636,PROMO0012,2023-09-05,15.3
TRIP0100085,CUST02362,PROMO0017,2025-05-19,12.65
TRIP0062444,CUST01480,PROMO0011,2025-07-05,7.1
TRIP0017491,CUST00412,PROMO0020,2027-09-24,7.55
TRIP0095063,CUST02246,PROMO0026,2026-02-23,5.12
TRIP0089005,CUST02106,PROMO0026,2026-10-15,8.67
TRIP0000356,CUST00008,PROMO0000,2026-02-19,7.49
TRIP0060529,CUST01437,PROMO0006,2027-01-22,19.75
TRIP0007762,CUST00185,PROMO0033,2026-05-30,27.69
TRIP0024127,CUST00571,PROMO0026,2024-01-07,7.0
TRIP0115747,CUST02729,PROMO0026,2026-08-23,10.84
TRIP0120106,CUST02829,PROMO0024,2023-08-27,4.32
TRIP0040014,CUST00946,PROMO0008,2026-06-17,21.42
TRIP0101937,CUST02407,PROMO0023,2026-11-23,8.34
TRIP0113989,CUST02688,PROMO0034,2026-03-24,14.43
TRIP0056504,CUST01338,PROMO0021,2026-06-01,8.47
TRIP0119196,CUST02809,PROMO0021,2025-08-18,9.75
TRIP0107646,CUST02539,PROMO0010,2027-09-26,14.69
TRIP0096568,CUST02281,PROMO0034,2025-09-28,13.5
TRIP0040959,CUST00966,PROMO0015,2027-11-06,11.2
TRIP0020165,CUST00475,PROMO0017,2026-11-18,14.08
TRIP0104396,CUST02462,PROMO0005,2024-11-05,15.59
TRIP0061435,CUST01459,PROMO0032,2025-02-28,29.44
TRIP0060007,CUST01425,PROMO0013,2025-05-04,4.45
TRIP0087323,CUST02071,PROMO0015,2026-03-24,10.42
TRIP0076091,CUST01809,PROMO0023,2025-12-03,7.1
TRIP0024403,CUST00578,PROMO0007,2025-09-08,18.88
TRIP0098377,CUST02321,PROMO0005,2025-10-25,10.62
TRIP0060042,CUST01425,PROMO0026,2024-08-24,5.56
TRIP0053062,CUST01248,PROMO0007,2025-10-27,18.27
TRIP0051633,CUST01217,PROMO0020,2027-02-10,5.28
TRIP0038229,CUST00899,PROMO0014,2025-10-30,7.97
TRIP0050311,CUST01189,PROMO0007,2026-08-18,17.96
TRIP0085366,CUST02025,PROMO0012,2026-06-20,14.97
TRIP0024064,CUST00570,PROMO0011,2024-04-19,6.51
TRIP0124907,CUST02937,PROMO0026,2024-08-02,8.26
TRIP0055297,CUST01309,PROMO0003,2025-03-15,17.44
TRIP0054190,CUST01277,PROMO0031,2027-01-15,22.22
TRIP0054972,CUST01300,PROMO0013,2026-08-05,4.58
TRIP0065004,CUST01546,PROMO0033,2026-05-17,22.84
TRIP0021969,CUST00520,PROMO0016,2026-05-18,24.53
TRIP0099881,CUST02358,PROMO0020,2024-12-09,5.97
TRIP0116107,CUST02737,PROMO0004,2024-09-11,11.97
TRIP0016032,CUST00374,PROMO0002,2025-05-24,30.87
TRIP0018311,CUST00430,PROMO0030,2025-11-23,7.45
TRIP0090208,CUST02133,PROMO0024,2028-01-27,8.09
TRIP0081436,CUST01929,PROMO0010,2026-04-07,9.08
TRIP0110818,CUST02615,PROMO0033,2025-01-21,31.51
TRIP0109760,CUST02589,PROMO0017,2025-09-19,20.02
TRIP0022408,CUST00529,PROMO0002,2027-01-20,16.83
TRIP0031395,CUST00743,PROMO0021,2026-09-12,10.25
TRIP0124107,CUST02919,PROMO0005,2025-07-06,16.36
TRIP0121949,CUST02870,PROMO0004,2024-09-04,10.14
TRIP0047168,CUST01113,PROMO0029,2023-05-15,10.35
TRIP0085880,CUST02037,PROMO0023,2024-10-28,4.4
TRIP0112685,CUST02658,PROMO0003,2024-09-20,14.53
TRIP0059495,CUST01410,PROMO0030,2025-10-04,13.34
TRIP0110495,CUST02607,PROMO0036,2026-02-12,9.82
TRIP0110107,CUST02597,PROMO0025,2025-03-23,11.78
TRIP0051749,CUST01220,PROMO0027,2028-02-05,16.0
TRIP0125730,CUST02955,PROMO0017,2023-10-17,18.56
TRIP0059959,CUST01424,PROMO0010,2027-11-11,8.82
TRIP0030803,CUST00726,PROMO0012,2028-02-24,13.27
TRIP0031014,CUST00732,PROMO0007,2026-01-27,15.41
TRIP0019673,CUST00462,PROMO0038,2024-08-19,7.53
TRIP0106383,CUST02511,PROMO0000,2024-11-23,5.62
TRIP0020409,CUST00482,PROMO0017,2027-09-23,19.56
TRIP0075348,CUST01791,PROMO0022,2026-11-27,8.87
TRIP0080587,CUST01911,PROMO0020,2026-08-02,6.87
TRIP0072204,CUST01718,PROMO0039,2024-01-24,21.92
TRIP0083454,CUST01979,PROMO0029,2026-03-07,11.13
TRIP0040023,CUST00946,PROMO0027,2025-02-23,18.39
TRIP0117367,CUST02768,PROMO0026,2024-02-02,7.12
TRIP0072421,CUST01723,PROMO0031,2024-11-26,22.61
TRIP0105767,CUST02495,PROMO0021,2024-03-24,10.73
TRIP0092790,CUST02194,PROMO0036,2026-08-18,9.62
TRIP0087324,CUST02071,PROMO0003,2026-08-14,21.42
TRIP0066728,CUST01588,PROMO0013,2023-11-16,3.04
TRIP0086678,CUST02056,PROMO0002,2024-09-24,26.4
TRIP0038418,CUST00904,PROMO0036,2025-09-06,10.72
TRIP0100973,CUST02384,PROMO0037,2024-10-28,23.18
TRIP0084622,CUST02006,PROMO0019,2025-08-24,16.98
TRIP0031318,CUST00740,PROMO0005,2025-05-25,14.91
TRIP0056773,CUST01344,PROMO0037,2026-09-01,17.6
TRIP0048672,CUST01150,PROMO0003,2025-02-25,17.45
TRIP0083306,CUST01975,PROMO0035,2023-12-12,23.28
TRIP0112607,CUST02656,PROMO0030,2025-06-12,9.14
TRIP0099782,CUST02356,PROMO0027,2025-05-20,20.2
TRIP0057423,CUST01358,PROMO0000,2027-02-14,5.17
TRIP0114398,CUST02699,PROMO0006,2026-11-10,24.48
TRIP0124989,CUST02939,PROMO0039,2025-08-22,13.37
TRIP0061046,CUST01451,PROMO0010,2024-04-10,12.66
TRIP0069772,CUST01660,PROMO0004,2026-05-09,12.78
TRIP0045201,CUST01068,PROMO0017,2024-08-10,19.06
TRIP0087745,CUST02080,PROMO0038,2027-07-03,7.98
TRIP0013594,CUST00321,PROMO0007,2027-06-05,11.08
TRIP0038624,CUST00909,PROMO0022,2024-07-07,7.24
TRIP0045557,CUST01077,PROMO0015,2025-09-09,10.51
TRIP0032789,CUST00776,PROMO0005,2027-08-07,17.44
TRIP0055168,CUST01306,PROMO0029,2026-01-26,17.4
TRIP0016485,CUST00389,PROMO0026,2025-02-01,6.69
TRIP0120345,CUST02835,PROMO0033,2026-01-06,30.22
TRIP0085887,CUST02037,PROMO0024,2024-06-04,7.43
TRIP0104578,CUST02465,PROMO0026,2026-03-10,7.7
TRIP0022765,CUST00536,PROMO0036,2027-07-03,9.03
TRIP0004400,CUST00106,PROMO0004,2025-08-23,16.57
TRIP0003832,CUST00091,PROMO0006,2024-04-18,16.39
TRIP0075481,CUST01795,PROMO0024,2025-06-22,6.92
TRIP0051667,CUST01218,PROMO0039,2025-11-11,20.33
TRIP0074222,CUST01766,PROMO0036,2025-06-27,10.01
TRIP0126084,CUST02963,PROMO0033,2026-07-10,27.07
TRIP0078030,CUST01855,PROMO0029,2026-11-05,16.11
TRIP0117172,CUST02764,PROMO0021,2025-04-20,8.89
TRIP0047711,CUST01127,PROMO0013,2023-07-26,3.77
TRIP0029629,CUST00700,PROMO0032,2024-01-18,24.77
TRIP0065633,CUST01564,PROMO0018,2024-10-16,12.19
TRIP0078405,CUST01864,PROMO0036,2025-01-03,10.86
TRIP0088382,CUST02094,PROMO0000,2024-03-26,6.4
TRIP0006060,CUST00148,PROMO0000,2027-06-11,5.96
TRIP0010219,CUST00239,PROMO0005,2025-06-06,12.34
TRIP0055858,CUST01323,PROMO0038,2025-02-22,9.26
TRIP0032809,CUST00776,PROMO0024,2026-04-12,8.23
TRIP0092722,CUST02192,PROMO0015,2024-10-14,16.83
TRIP0036688,CUST00864,PROMO0020,2024-08-03,6.08
TRIP0088158,CUST02089,PROMO0009,2025-10-30,11.14
TRIP0105019,CUST02476,PROMO0016,2026-12-03,19.6
TRIP0042154,CUST00994,PROMO0033,2026-03-26,18.35
TRIP0009665,CUST00228,PROMO0032,2026-08-17,19.18
TRIP0051893,CUST01223,PROMO0032,2026-09-17,28.35
TRIP0123552,CUST02905,PROMO0029,2024-10-10,21.77
TRIP0004016,CUST00096,PROMO0003,2026-01-06,16.36
TRIP0040447,CUST00955,PROMO0038,2027-03-27,11.56
TRIP0123919,CUST02913,PROMO0032,2025-08-24,24.94
TRIP0113720,CUST02683,PROMO0025,2026-04-12,15.45
TRIP0075511,CUST01795,PROMO0005,2025-05-17,13.36
TRIP0088721,CUST02101,PROMO0001,2023-09-26,8.58
TRIP0035281,CUST00834,PROMO0011,2026-02-14,8.94
TRIP0115180,CUST02716,PROMO0031,2024-02-23,15.38
TRIP0094910,CUST02243,PROMO0032,2027-01-22,15.7
TRIP0120436,CUST02838,PROMO0036,2025-08-09,7.87
TRIP0005067,CUST00123,PROMO0014,2027-02-01,4.44
TRIP0056927,CUST01349,PROMO0029,2024-07-06,19.99
TRIP0127325,CUST02992,PROMO0030,2026-03-27,14.53
TRIP0086223,CUST02046,PROMO0003,2024-04-11,18.21
TRIP0016197,CUST00380,PROMO0027,2027-11-17,24.48
TRIP0095713,CUST02262,PROMO0010,2027-05-04,13.21
TRIP0019318,CUST00455,PROMO0018,2026-11-12,9.5
TRIP0016081,CUST00376,PROMO0016,2025-07-07,17.47
TRIP0009449,CUST00223,PROMO0039,2024-11-23,15.02
TRIP0000027,CUST00000,PROMO0006,2024-02-26,27.46
TRIP0000369,CUST00009,PROMO0038,2024-04-04,6.71
TRIP0051929,CUST01224,PROMO0024,2026-09-16,4.87
TRIP0075716,CUST01800,PROMO0021,2025-05-29,7.92
TRIP0076170,CUST01810,PROMO0005,2024-02-17,13.86
TRIP0038321,CUST00903,PROMO0018,2025-04-03,12.41
TRIP0007400,CUST00177,PROMO0001,2025-08-27,8.5
TRIP0108561,CUST02560,PROMO0024,2026-01-05,8.39
TRIP0038298,CUST00902,PROMO0022,2023-07-19,10.27
TRIP0095396,CUST02254,PROMO0021,2025-11-10,10.16
TRIP0076226,CUST01812,PROMO0002,2026-11-14,25.93
TRIP0024396,CUST00578,PROMO0034,2027-04-11,16.19
TRIP0011893,CUST00278,PROMO0019,2025-08-27,16.89
TRIP0010491,CUST00246,PROMO0035,2026-09-28,16.35
TRIP0060291,CUST01432,PROMO0023,2026-12-02,5.2
TRIP0030701,CUST00725,PROMO0013,2025-01-28,5.31
TRIP0004442,CUST00107,PROMO0022,2025-04-30,10.84
TRIP0126521,CUST02975,PROMO0013,2026-05-22,6.07
TRIP0010220,CUST00239,PROMO0027,2025-05-12,24.53
TRIP0056286,CUST01333,PROMO0008,2025-10-17,16.91
TRIP0122202,CUST02875,PROMO0021,2025-01-01,5.32
TRIP0030223,CUST00712,PROMO0028,2027-08-06,10.65
TRIP0057341,CUST01357,PROMO0028,2024-06-01,11.49
TRIP0107807,CUST02543,PROMO0030,2025-08-21,9.51
TRIP0094412,CUST02229,PROMO0033,2026-12-11,22.96
TRIP0051300,CUST01211,PROMO0014,2027-01-13,4.52
TRIP0056724,CUST01343,PROMO0014,2025-08-10,4.9
TRIP0101552,CUST02396,PROMO0018,2024-10-15,12.66
TRIP0094350,CUST02228,PROMO0011,2027-04-19,8.37
TRIP0065039,CUST01547,PROMO0020,2024-01-22,7.17
TRIP0103578,CUST02444,PROMO0009,2024-11-11,10.26
TRIP0008852,CUST00209,PROMO0004,2025-06-15,9.92
TRIP0021574,CUST00513,PROMO0022,2027-02-20,11.56
TRIP0055249,CUST01308,PROMO0034,2023-01-04,11.34
TRIP0117007,CUST02761,PROMO0015,2024-09-20,12.71
TRIP0089808,CUST02126,PROMO0018,2026-07-25,11.92
TRIP0056105,CUST01329,PROMO0003,2023-08-02,20.5
TRIP0020513,CUST00484,PROMO0029,2025-04-05,12.85
TRIP0088452,CUST02095,PROMO0023,2026-01-25,6.16
TRIP0041405,CUST00977,PROMO0039,2026-09-11,19.25
TRIP0124129,CUST02920,PROMO0026,2025-04-08,10.79
TRIP0031178,CUST00737,PROMO0024,2027-02-16,7.73
TRIP0037244,CUST00876,PROMO0025,2024-04-24,12.06
TRIP0008272,CUST00196,PROMO0030,2025-10-09,9.36
TRIP0097288,CUST02298,PROMO0028,2025-08-28,9.31
TRIP0080238,CUST01903,PROMO0003,2027-05-11,16.5
TRIP0023849,CUST00563,PROMO0036,2026-03-12,9.88
TRIP0061160,CUST01453,PROMO0032,2027-01-16,21.71
TRIP0096565,CUST02281,PROMO0015,2024-09-06,14.83
TRIP0108002,CUST02548,PROMO0029,2027-04-16,10.62
TRIP0009602,CUST00226,PROMO0001,2024-07-23,9.3
TRIP0098750,CUST02330,PROMO0023,2027-03-28,5.18
TRIP0078692,CUST01868,PROMO0012,2027-09-16,20.81
TRIP0026117,CUST00621,PROMO0030,2024-10-15,11.94
TRIP0039023,CUST00920,PROMO0037,2025-08-14,19.26
TRIP0108600,CUST02561,PROMO0012,2027-01-19,12.58
TRIP0064471,CUST01533,PROMO0035,2023-03-24,17.61
TRIP0030211,CUST00712,PROMO0023,2025-12-09,4.64
TRIP0056545,CUST01339,PROMO0018,2026-07-26,9.44
TRIP0047639,CUST01126,PROMO0022,2023-10-14,7.92
TRIP0015221,CUST00356,PROMO0018,2025-09-05,9.8
TRIP0004101,CUST00098,PROMO0021,2026-05-30,8.38
TRIP0113492,CUST02678,PROMO0004,2027-01-11,10.79
TRIP0081966,CUST01942,PROMO0039,2024-07-29,11.7
TRIP0049678,CUST01173,PROMO0013,2024-12-21,2.84
TRIP0010207,CUST00239,PROMO0026,2027-05-16,10.07
TRIP0075485,CUST01795,PROMO0038,2024-08-01,8.17
TRIP0068676,CUST01634,PROMO0005,2026-08-20,18.27
TRIP0068639,CUST01634,PROMO0038,2027-03-31,8.6
TRIP0048964,CUST01157,PROMO0037,2026-09-05,17.06
TRIP0049416,CUST01168,PROMO0037,2024-06-11,17.13
TRIP0102749,CUST02424,PROMO0001,2026-02-17,7.79
TRIP0069847,CUST01662,PROMO0030,2027-12-17,12.62
TRIP0011029,CUST00259,PROMO0006,2024-07-01,26.79
TRIP0090861,CUST02148,PROMO0008,2025-05-28,19.47
TRIP0070783,CUST01682,PROMO0009,2024-04-30,11.99
TRIP0016232,CUST00381,PROMO0034,2027-11-02,9.86
TRIP0026503,CUST00628,PROMO0028,2025-08-19,7.31
TRIP0043757,CUST01032,PROMO0017,2026-03-08,12.54
TRIP0110416,CUST02605,PROMO0004,2024-06-22,12.24
TRIP0045710,CUST01079,PROMO0035,2025-09-25,19.04
TRIP0049929,CUST01179,PROMO0014,2023-06-25,6.24
TRIP0053186,CUST01251,PROMO0024,2026-06-24,5.73
TRIP0086563,CUST02053,PROMO0008,2026-06-02,22.26
TRIP0057541,CUST01360,PROMO0028,2026-09-27,13.79
TRIP0093882,CUST02217,PROMO0006,2023-01-30,13.88
TRIP0024004,CUST00569,PROMO0033,2024-06-01,20.76
TRIP0028789,CUST00681,PROMO0030,2027-07-31,7.74
TRIP0014851,CUST00348,PROMO0032,2023-08-07,19.42
TRIP0118651,CUST02798,PROMO0037,2026-08-01,15.77
TRIP0029424,CUST00696,PROMO0002,2024-08-23,25.53
TRIP0061685,CUST01465,PROMO0029,2025-08-28,11.22
TRIP0109765,CUST02589,PROMO0008,2024-08-07,16.45
TRIP0091138,CUST02155,PROMO0030,2027-03-10,8.54
TRIP0050649,CUST01196,PROMO0032,2025-10-25,24.71
TRIP0010287,CUST00240,PROMO0015,2025-06-10,10.71
TRIP0009875,CUST00232,PROMO0008,2026-12-22,19.77
TRIP0023142,CUST00544,PROMO0000,2024-06-25,7.04
TRIP0047383,CUST01118,PROMO0001,2024-05-19,7.22
TRIP0051279,CUST01211,PROMO0006,2027-01-05,15.2
TRIP0106609,CUST02516,PROMO0007,2026-11-16,12.64
TRIP0013805,CUST00325,PROMO0032,2024-10-10,20.11
TRIP0125228,CUST02945,PROMO0009,2026-06-08,9.23
TRIP0008520,CUST00202,PROMO0023,2024-12-23,6.17
TRIP0117555,CUST02773,PROMO0026,2024-09-04,8.45
TRIP0046913,CUST01107,PROMO0011,2025-08-19,6.5
TRIP0002121,CUST00053,PROMO0006,2025-12-11,14.65
TRIP0055724,CUST01320,PROMO0011,2026-12-01,10.52
TRIP0035280,CUST00834,PROMO0022,2027-04-13,6.99
TRIP0071199,CUST01692,PROMO0008,2026-01-13,21.76
TRIP0126676,CUST02979,PROMO0024,2025-11-17,8.12
TRIP0117345,CUST02768,PROMO0031,2025-06-05,12.54
TRIP0078907,CUST01873,PROMO0035,2027-12-22,15.77
TRIP0099943,CUST02359,PROMO0027,2025-01-15,20.18
TRIP0116843,CUST02758,PROMO0002,2025-12-02,28.13
TRIP0008896,CUST00210,PROMO0032,2026-05-31,29.6
TRIP0086724,CUST02057,PROMO0005,2026-03-17,20.86
TRIP0060472,CUST01436,PROMO0016,2026-08-23,19.57
TRIP0019146,CUST00452,PROMO0001,2024-10-21,7.23
TRIP0095181,CUST02249,PROMO0022,2025-12-28,11.4
TRIP0070676,CUST01680,PROMO0026,2025-05-20,9.03
TRIP0109464,CUST02582,PROMO0019,2026-06-27,22.87
TRIP0042851,CUST01011,PROMO0030,2024-04-23,10.0
TRIP0071163,CUST01691,PROMO0023,2027-02-22,6.31
TRIP0053560,CUST01260,PROMO0011,2024-01-17,12.06
TRIP0103682,CUST02447,PROMO0027,2025-12-30,24.53
TRIP0082777,CUST01963,PROMO0028,2026-05-25,8.33
TRIP0029513,CUST00698,PROMO0016,2023-11-01,22.82
TRIP0003867,CUST00092,PROMO0031,2025-04-17,21.24
TRIP0033468,CUST00791,PROMO0022,2026-01-27,8.9
TRIP0096877,CUST02289,PROMO0029,2025-12-21,16.06
TRIP0037158,CUST00874,PROMO0027,2027-02-08,17.66
TRIP0006173,CUST00151,PROMO0019,2026-06-02,12.03
TRIP0085606,CUST02031,PROMO0023,2025-01-05,7.9
TRIP0074784,CUST01779,PROMO0002,2025-03-12,15.64
TRIP0115911,CUST02733,PROMO0003,2027-03-12,21.07
TRIP0070538,CUST01679,PROMO0014,2027-01-29,7.93
TRIP0049121,CUST01161,PROMO0001,2026-04-11,9.18
TRIP0021724,CUST00516,PROMO0039,2025-03-31,13.68
TRIP0066457,CUST01583,PROMO0013,2025-08-09,2.83
TRIP0039461,CUST00931,PROMO0035,2026-03-12,15.1
TRIP0042456,CUST01002,PROMO0014,2024-07-22,7.73
TRIP0086214,CUST02046,PROMO0027,2024-01-15,19.0
TRIP0038286,CUST00902,PROMO0026,2023-10-14,10.62
TRIP0014876,CUST00349,PROMO0014,2024-10-03,7.2
TRIP0013271,CUST00313,PROMO0037,2024-05-25,28.14
TRIP0064490,CUST01533,PROMO0035,2025-02-11,28.61
TRIP0071467,CUST01698,PROMO0028,2025-01-16,13.81
TRIP0046400,CUST01096,PROMO0023,2026-06-07,5.38
